代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
3406,玉晶光,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長23.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.98% | ✓ 融資使用率6.9%,警示季增率QoQ為負(-2.6%)
2458,義隆,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長2.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.41% | ✓ 融資使用率4.4%,警示季增率QoQ為負(-11.2%)
6139,亞翔,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長87.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.73% | ✓ 融資使用率10.8%,警示季增率QoQ為負(-1.5%)
1717,長興,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長17.0% | 季增率QoQ(10.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.78% | ✓ 融資使用率8.4%,-
2397,友通,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長18.2% | 季增率QoQ(5.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比14.23% | ✓ 融資使用率4.9%,-
2421,建準,A.外投同買3天 / B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長36.5% | 季增率QoQ(3.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.76% | ✓ 融資使用率7.8%,-
1618,合機,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 布林帶量開口,✓ 營收YoY成長452.5% | 季增率QoQ(17.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比4.69% | ✓ 融資使用率8.5%,-
6414,樺漢,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長2.1% | 季增率QoQ(13.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比2.00% | ✓ 融資使用率3.3%,-
3305,昇貿,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長45.4% | 季增率QoQ(15.7%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比1.50%,⚠️ 融資使用率29.3%
6257,矽格,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長13.5% | 季增率QoQ(7.7%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-0.98% | ✓ 融資使用率8.6%,-
5269,祥碩,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長58.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-2.74% | ✓ 融資使用率17.6%,警示季增率QoQ為負(-6.2%)
8210,勤誠,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ KD起漲區金叉,✓ 營收YoY成長137.0% | 季增率QoQ(25.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-10.93% | ✓ 融資使用率7.2%,-
2436,偉詮電,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長60.6% | 季增率QoQ(15.6%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比28.19% | ✓ 融資使用率16.5%,-
8499,鼎炫-KY,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長83.7% | 季增率QoQ(19.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.76% | ✓ 融資使用率6.5%,-
6412,群電,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長3.2% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比10.50% | ✓ 融資使用率2.0%,警示季增率QoQ為負(-5.5%)
3062,建漢,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長68.0% | 季增率QoQ(21.6%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比3.55% | ✓ 融資使用率14.8%,-
5388,中磊,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長32.9% | 季增率QoQ(15.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比3.36% | ✓ 融資使用率7.6%,-
6781,AES-KY,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長46.5% | 季增率QoQ(7.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比1.22% | ✓ 融資使用率14.7%,-
3005,神基,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長1.1% | 季增率QoQ(1.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-0.13% | ✓ 融資使用率3.2%,-
2382,廣達,B.投信連買4天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長61.9% | 季增率QoQ(36.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-6.62% | ✓ 融資使用率1.1%,-
2387,精元,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長0.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比38.14% | ✓ 融資使用率3.4%,警示季增率QoQ為負(-5.1%)
3533,嘉澤,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長31.5% | 季增率QoQ(18.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比25.86% | ✓ 融資使用率2.5%,-
2887,台新新光金,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.95% | ✓ 融資使用率0.8%,-
4766,南寶,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長10.2% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.62% | ✓ 融資使用率8.2%,警示季增率QoQ為負(-0.2%)
6192,巨路,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長37.0% | 季增率QoQ(27.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比3.19% | ✓ 融資使用率3.8%,-
2440,太空梭,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長69.5% | 季增率QoQ(28.1%) | ❌ 5年內有EPS虧損 | 法人本日買超比2.65% | ✓ 融資使用率3.5%,-
3443,創意,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長107.8% | 季增率QoQ(28.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比2.41% | ✓ 融資使用率16.6%,-
9944,新麗,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長40.7% | 季增率QoQ(24.5%) | 法人本日買超比-2.45%,⚠️ 融資使用率20.8%
2886,兆豐金,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-12.46% | ✓ 融資使用率0.0%,-
2880,華南金,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-21.48% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-1.5%)
3045,台灣大,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長4.2% | 季增率QoQ(24.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-25.93% | ✓ 融資使用率0.1%,-
2892,第一金,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-26.73% | ✓ 融資使用率0.5%,警示季增率QoQ為負(-0.3%)
4904,遠傳,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-27.79% | ✓ 融資使用率0.1%,-
1216,統一,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-28.11% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-2.2%)
2912,統一超,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長0.5% | 季增率QoQ(1.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-36.50% | ✓ 融資使用率0.3%,-
